UNIV_FISCAL_YR,FIN_COA_CD,FIN_OBJECT_CD,FIN_OBJ_CD_NM,FIN_OBJ_CD_SHRT_NM,FIN_OBJ_ACTIVE_CD,OBJ_ID,VER_NBR
2012,SE,3950,WRKSTUDY COMMUNITY SERVICE READING TUTOR,WKST CSRD,Y,e4135620-f0f5-11e0-b437-123139104432,1
2012,UA,2480,PROFESSIONAL NONEXEMPT,PROF NONXMPT,Y,e42c5058-f0f5-11e0-b437-123139104432,1
2012,UA,2500,NON-EXEMPT STAFF SALARIES,NON-EX STAFF,Y,e4450f26-f0f5-11e0-b437-123139104432,1
2012,UA,3000,NON STUDENT REG HOURS,HRLY REGULAR,Y,e45dafae-f0f5-11e0-b437-123139104432,1
2012,UA,3050,PERF HOURLY COMPENSATION,PERF HOURLY,Y,e4769014-f0f5-11e0-b437-123139104432,1
2012,UA,3200,OVERTIME - STAFF,O T - STAFF,Y,e49268fc-f0f5-11e0-b437-123139104432,1
2012,UA,3250,OVERTIME - HOURLY,O T - HRLY,Y,e4ab3d50-f0f5-11e0-b437-123139104432,1
2012,UA,3300,COMMUNITY SERVICE WORK STUDY,COMM SV WSTY,Y,e4ca0a3c-f0f5-11e0-b437-123139104432,1
2012,UA,3301,COMMUNITY SERVICE SUMMER WORKSTUDY,WKST SU CS,Y,e4e2e0fc-f0f5-11e0-b437-123139104432,1
2012,UA,3390,90% COMMUNITY SERVICE WORKSTUDY,90%COMMSV WS,Y,e501f1cc-f0f5-11e0-b437-123139104432,1
2012,UA,3500,STUDENT REG HOURS,STUDENT,Y,e51aaf32-f0f5-11e0-b437-123139104432,1
2012,UA,3800,STUDENT WORK STUDY HOURS,STU WRKSTUDY,Y,e535e874-f0f5-11e0-b437-123139104432,1
2012,UA,3801,REGULAR SUMMER WORKSTUDY,WKST SU REG,Y,e54f020a-f0f5-11e0-b437-123139104432,1
2012,UA,3950,WRKSTUDY COMMUNITY SERVICE READING TUTOR,WKST CSRD,Y,e56b237c-f0f5-11e0-b437-123139104432,1
