FIN_COA_CD,ACCOUNT_NBR,ACCOUNT_NM,ORG_CD,ACCT_CREATE_DT,ACCT_EFFECT_DT,ACCT_EXPIRATION_DT,ACCT_CLOSED_IND,OBJ_ID,VER_NBR
IN,1271555,COMMITTMENT TO EXCELLENCE - UNIV COLLEGE,UCOL,2004-02-27 00:00:00,2004-02-27 00:00:00,2049-01-01 00:00:00,N,b88f7ca8-f0f1-11e0-b437-123139104432,1
IN,1271600,FINANCIAL AIDS IUPUI,ENRL,1993-07-01 00:00:00,1993-07-01 00:00:00,2049-01-01 00:00:00,N,b899fac0-f0f1-11e0-b437-123139104432,1
IN,1273000,INTEG TECH ALLOTMENT,ITGF,1993-07-01 00:00:00,1993-07-01 00:00:00,2049-01-01 00:00:00,N,b8a46fa0-f0f1-11e0-b437-123139104432,1
IN,1273001,INFORMATION TECHNOLOGY STRATEGIC PLAN,ITGF,2003-03-18 00:00:00,2003-03-18 00:00:00,2049-01-01 00:00:00,N,b8b11d40-f0f1-11e0-b437-123139104432,1
IN,1273005,UITS STUDENT TECHNOLOGY FEES,ITGF,2003-03-18 00:00:00,2003-03-18 00:00:00,2049-01-01 00:00:00,N,b8bbb6d8-f0f1-11e0-b437-123139104432,1
IN,1291023,LAW SCHOOL CLINIC,LAW,1994-09-14 00:00:00,1994-09-14 00:00:00,2049-01-01 00:00:00,N,b8c63702-f0f1-11e0-b437-123139104432,1
IN,1292000,DEAN LIBERAL ARTS,LART,1993-07-01 00:00:00,1993-07-01 00:00:00,2049-01-01 00:00:00,N,b8d239ee-f0f1-11e0-b437-123139104432,1
IN,1292020,WOMENS STUDIES PROGRAM,LART,1993-07-01 00:00:00,1994-09-30 00:00:00,2049-01-01 00:00:00,N,b8e763d2-f0f1-11e0-b437-123139104432,1
IN,1292030,TECH SERVICES-IU SCHOOL OF LIBERAL ARTS,LART,1993-07-01 00:00:00,1993-07-01 00:00:00,2049-01-01 00:00:00,N,b8f53f34-f0f1-11e0-b437-123139104432,1
IN,1292270,AMERICAN SIGN LANGUAGE,ENG,1998-07-28 00:00:00,1998-07-28 00:00:00,2049-01-01 00:00:00,N,b8ffc1ca-f0f1-11e0-b437-123139104432,1
IN,1292300,ANTHROPOLOGY,ANTH,1993-07-01 00:00:00,1993-07-01 00:00:00,2049-01-01 00:00:00,N,b90be266-f0f1-11e0-b437-123139104432,1
IN,1293800,BIOLOGY,BIOL,1993-07-01 00:00:00,1993-07-01 00:00:00,2049-01-01 00:00:00,N,b91c2798-f0f1-11e0-b437-123139104432,1
IN,1294000,CHEMISTRY,CHEM,1993-07-01 00:00:00,1993-07-01 00:00:00,2049-01-01 00:00:00,N,b926bbd6-f0f1-11e0-b437-123139104432,1
IN,1294500,MATHMATICAL SCIENCES,MATH,1993-07-01 00:00:00,1993-07-01 00:00:00,2049-01-01 00:00:00,N,b931609a-f0f1-11e0-b437-123139104432,1
IN,1295000,DEAN ENGR & TECHNOLOGY,ENGT,1993-07-01 00:00:00,1993-07-01 00:00:00,2049-01-01 00:00:00,N,b93bf046-f0f1-11e0-b437-123139104432,1
IN,1295020,ENGR & TECH MOTORSPORTS PROGRAM,MANU,2008-09-16 00:00:00,2008-09-16 00:00:00,2049-01-01 00:00:00,N,b953a8d0-f0f1-11e0-b437-123139104432,1
IN,1295620,TECHNICAL COMMUNICATION,ENGT,1994-08-17 00:00:00,1994-08-17 00:00:00,2049-01-01 00:00:00,N,b95e2d28-f0f1-11e0-b437-123139104432,1
IN,1296300,EDUCATION,EDUC,1993-07-01 00:00:00,1993-07-01 00:00:00,2049-01-01 00:00:00,N,b9683f3e-f0f1-11e0-b437-123139104432,1
IN,1298800,LIBRARY - CAMPUS,LIBR,1993-07-01 00:00:00,1993-07-01 00:00:00,2049-01-01 00:00:00,N,b9728dcc-f0f1-11e0-b437-123139104432,1
IN,2282136,DRUG RESEARCH-BURR,ANAT,2006-02-22 00:00:00,2006-02-22 00:00:00,2049-01-01 00:00:00,N,baafc52e-f0f1-11e0-b437-123139104432,1
IN,2295508,RESEARCH & DEVEL.-Y.KIM,MECH,2010-08-31 00:00:00,2010-08-31 00:00:00,2049-01-01 00:00:00,N,baba22c6-f0f1-11e0-b437-123139104432,1
IN,2391543,CAMPUS RECREATION,RECS,1991-05-15 00:00:00,1991-05-15 00:00:00,2049-01-01 00:00:00,N,becbb352-f0f1-11e0-b437-123139104432,1
IN,2989529,TOBIAS CENTER FOR LEADERSHIP EXCELLENCE,BUS,2003-07-24 00:00:00,2003-07-24 00:00:00,2049-01-01 00:00:00,N,bf3eecfa-f0f1-11e0-b437-123139104432,1
IN,4095606,"IPS/MOTT, N.",OLAS,2010-05-12 00:00:00,2010-03-23 00:00:00,2049-01-01 00:00:00,Y,c0084c94-f0f1-11e0-b437-123139104432,1
IN,4095607,"WASH TWP/MOTT, D.",OLAS,2010-08-17 00:00:00,2010-08-01 00:00:00,2049-01-01 00:00:00,N,c012ba6c-f0f1-11e0-b437-123139104432,1
IN,4095608,"IPS/51057961/MOTT, N.",OLAS,2010-10-06 00:00:00,2010-09-01 00:00:00,2049-01-01 00:00:00,N,c01d1a3e-f0f1-11e0-b437-123139104432,1
IN,4096875,"CITY OF INDIANAPOLIS/HO, A.",SPEA,2009-05-15 00:00:00,2009-05-01 00:00:00,2049-01-01 00:00:00,Y,c02776dc-f0f1-11e0-b437-123139104432,1
IN,4499209,LUMINA FOUNDATION FOR EDUC; MURTADHA,CLN,2009-03-04 00:00:00,2008-11-01 00:00:00,2049-01-01 00:00:00,N,c1cbc6f0-f0f1-11e0-b437-123139104432,1
IN,4499210,"UNIV OF CINCINATI FOUND/MURTADHA,K",CLN,2009-05-05 00:00:00,2008-10-01 00:00:00,2049-01-01 00:00:00,Y,c1e3875e-f0f1-11e0-b437-123139104432,1
IN,4686833,"ARRA:NIAID/5R21AI084060-02/WIEHE, S",PHSR,2009-09-21 00:00:00,2009-09-22 00:00:00,2049-01-01 00:00:00,N,c23ed712-f0f1-11e0-b437-123139104432,1
IN,4686979,NIH-NIAAA/R01 AA012696-05/ DAVIDSON,PSCG,2000-10-06 00:00:00,2000-09-26 00:00:00,2049-01-01 00:00:00,Y,c24be740-f0f1-11e0-b437-123139104432,1
IN,6072242,DIAL TONE SERVICES OUTSIDE,IVOD,1999-04-22 00:00:00,1999-04-22 00:00:00,2049-01-01 00:00:00,N,c5c801a6-f0f1-11e0-b437-123139104432,1
IN,6072243,OTHER TELECOMMUNICATIONS SERVICES OUTSID,IVOO,1999-04-22 00:00:00,1999-04-22 00:00:00,2049-01-01 00:00:00,N,c5d822d4-f0f1-11e0-b437-123139104432,1
IN,6072244,LONG DISTANCE SERVICES OUTSIDE,IVLD,1999-04-22 00:00:00,1999-04-22 00:00:00,2049-01-01 00:00:00,N,c5e27504-f0f1-11e0-b437-123139104432,1
IN,6091600,CAMP BROSIUS,PHED,2005-01-12 00:00:00,2005-01-12 00:00:00,2049-01-01 00:00:00,N,c5f813fa-f0f1-11e0-b437-123139104432,1
IN,6672241,IUPUI DATA NETWORK SERVICES,ITLD,1999-05-13 00:00:00,1999-05-13 00:00:00,2049-01-01 00:00:00,N,c6f33154-f0f1-11e0-b437-123139104432,1
IN,6672242,DIAL TONE SERVICES IUPUI,FSDT,1999-04-22 00:00:00,1999-04-22 00:00:00,2049-01-01 00:00:00,N,c6ffeb1a-f0f1-11e0-b437-123139104432,1
IN,6672243,OTHER TELECOMMUNICATIONS SERVICES IUPUI,FSOT,1999-04-22 00:00:00,1999-04-22 00:00:00,2049-01-01 00:00:00,N,c70a4010-f0f1-11e0-b437-123139104432,1
IN,6672244,LONG DISTANCE SERVICES IUPUI,FSLD,1999-04-22 00:00:00,1999-04-22 00:00:00,2049-01-01 00:00:00,N,c7195320-f0f1-11e0-b437-123139104432,1
IN,6672250,TEACHING & LEARNING INFORMATION TECHNOLO,TLIT,1998-03-20 00:00:00,1998-03-20 00:00:00,2049-01-01 00:00:00,N,c723975e-f0f1-11e0-b437-123139104432,1
IN,6672251,NETWORK MASTER PLAN,ITLD,2009-09-18 00:00:00,2009-09-18 00:00:00,2049-01-01 00:00:00,N,c72e2278-f0f1-11e0-b437-123139104432,1
IN,6672256,TECHNOLOGY LEARNING TECHNOLOGIES AUX,TLT,2009-01-23 00:00:00,2009-01-23 00:00:00,2049-01-01 00:00:00,N,c7387886-f0f1-11e0-b437-123139104432,1
IN,6672267,TECHNOLOGY SUPPORT AUXILIARY,TS,2009-07-09 00:00:00,2009-07-09 00:00:00,2049-01-01 00:00:00,N,c742e226-f0f1-11e0-b437-123139104432,1
IN,6696800,SPEA IT SUPPORT,HNET,2003-05-16 00:00:00,2003-05-16 00:00:00,2049-01-01 00:00:00,N,c74eb2d6-f0f1-11e0-b437-123139104432,1
IN,9870447,IN LEGAL SERVICES,WKST,1996-11-27 00:00:00,1996-11-27 00:00:00,2049-01-01 00:00:00,N,c79b22b0-f0f1-11e0-b437-123139104432,1
NW,661400,COMPUTER SERVICE,CSER,1993-07-01 00:00:00,1993-07-01 00:00:00,2049-01-01 00:00:00,N,b480e7be-f0f1-11e0-b437-123139104432,1
NW,661405,TECHNOLOGY IMPROVEMENTS,CTEC,1993-07-01 00:00:00,1993-07-01 00:00:00,2049-01-01 00:00:00,N,b48b3386-f0f1-11e0-b437-123139104432,1
SB,2355555,STUDENT ACTIVITIES CENTER,ATHL,2001-06-27 00:00:00,2001-06-27 00:00:00,2049-01-01 00:00:00,N,bec15d44-f0f1-11e0-b437-123139104432,1
SE,852300,SCHOOL OF EDUCATION,EDUC,1993-07-01 00:00:00,1993-07-01 00:00:00,2049-01-01 00:00:00,N,b4958796-f0f1-11e0-b437-123139104432,1
SE,2251975,INDIRECT COST REVENUE ACCOUNT,ACSP,1993-06-16 00:00:00,1993-06-16 00:00:00,2049-01-01 00:00:00,N,baa567d2-f0f1-11e0-b437-123139104432,1
UA,1912400,UNIV COMP SERV-ADMIN DP,UCSV,1993-07-01 00:00:00,1993-07-01 00:00:00,2049-01-01 00:00:00,N,b987a810-f0f1-11e0-b437-123139104432,1
UA,1912401,IT STRATEGIC PLAN,UCSV,2003-03-21 00:00:00,2003-03-21 00:00:00,2049-01-01 00:00:00,N,b991e7e4-f0f1-11e0-b437-123139104432,1
UA,1912402,EMPOWERING PEOPLE IT INITIATIVE,UCSV,2009-02-09 00:00:00,2009-02-09 00:00:00,2049-01-01 00:00:00,N,b99c286c-f0f1-11e0-b437-123139104432,1
UA,1912410,OFFICE OF INFO TECHNOLOGIES,VPIT,1993-07-01 00:00:00,1993-07-01 00:00:00,2049-01-01 00:00:00,N,b9a67510-f0f1-11e0-b437-123139104432,1
UA,1912610,FMS ADMINISTRATION,FMOP,1993-07-01 00:00:00,1993-07-01 00:00:00,2049-01-01 00:00:00,N,b9b0d370-f0f1-11e0-b437-123139104432,1
UA,1912820,"AR, AUX & CAP ASSETS",AAC,2011-04-14 00:00:00,2011-04-14 00:00:00,2049-01-01 00:00:00,N,b9bb1bdc-f0f1-11e0-b437-123139104432,1
UA,1913010,PUBLIC AFFAIRS AND GOVERNMENT RELATIONS,VPUR,1993-07-01 00:00:00,1993-07-01 00:00:00,2049-01-01 00:00:00,N,b9c5674a-f0f1-11e0-b437-123139104432,1
UA,1913020,EXECUTIVE SERVICES,PRES,1997-02-19 00:00:00,1997-02-19 00:00:00,2049-01-01 00:00:00,N,b9cfbd44-f0f1-11e0-b437-123139104432,1
UA,1913030,OFFICE OF COMMUNICATIONS & MARKETING,VPUR,1993-07-01 00:00:00,1996-01-15 00:00:00,2049-01-01 00:00:00,N,b9da0952-f0f1-11e0-b437-123139104432,1
UA,1915070,IU POLICE DEPT,PD,2001-03-23 00:00:00,2001-03-23 00:00:00,2049-01-01 00:00:00,N,b9e455ba-f0f1-11e0-b437-123139104432,1
UA,2311139,INTERNATIONAL CENTER,INTS,1982-03-01 00:00:00,1982-03-01 00:00:00,2049-01-01 00:00:00,N,bac8004e-f0f1-11e0-b437-123139104432,1
UA,2312325,HRMS PROJECT,VPIT,1997-05-13 00:00:00,1997-06-20 00:00:00,2049-01-01 00:00:00,N,bad25cf6-f0f1-11e0-b437-123139104432,1
UA,2312410,OVPIT CONFERENCES,VPIT,2000-03-30 00:00:00,2000-03-30 00:00:00,2049-01-01 00:00:00,N,badcabfc-f0f1-11e0-b437-123139104432,1
UA,2312424,VPIT INDIRECT COST,VPIT,2001-11-12 00:00:00,2001-11-12 00:00:00,2049-01-01 00:00:00,N,bae70d36-f0f1-11e0-b437-123139104432,1
UA,2711218,IHETS DATA NTWK.PILOT PROJ.,IHET,1992-01-27 00:00:00,1992-01-27 00:00:00,2049-01-01 00:00:00,N,bed604ce-f0f1-11e0-b437-123139104432,1
UA,2712401,INTERNET2: ABILINE OPERATIONS,VPIT,1999-06-01 00:00:00,1999-06-01 00:00:00,2049-01-01 00:00:00,N,bee06ea0-f0f1-11e0-b437-123139104432,1
UA,2712405,ILIGHT OPERATIONS,VPIT,2007-07-11 00:00:00,2007-07-11 00:00:00,2049-01-01 00:00:00,N,bef5690e-f0f1-11e0-b437-123139104432,1
UA,4010003,"PURDUE UNIV/LSAMP PARTICIPANT/MARSHALL,E",VPDV,2007-10-21 00:00:00,2007-05-01 00:00:00,2049-01-01 00:00:00,N,bf49788c-f0f1-11e0-b437-123139104432,1
UA,4012433,"UNIV OF WISCONSIN, 647F231, MCCAULAY",VPIT,2007-03-27 00:00:00,2006-09-01 00:00:00,2049-01-01 00:00:00,Y,bf53d0f2-f0f1-11e0-b437-123139104432,1
UA,4012435,"UNIV OF CHICAGO, 30085-C, WORKMAN, S.",VPIT,2007-11-20 00:00:00,2005-08-01 00:00:00,2049-01-01 00:00:00,N,bf5e2aac-f0f1-11e0-b437-123139104432,1
UA,4012438,"U. OF CONNECTICUT; P913872-G^3; JENT,D.",VPIT,2008-10-14 00:00:00,2008-06-01 00:00:00,2049-01-01 00:00:00,N,bf6884a2-f0f1-11e0-b437-123139104432,1
UA,4012440,"UNIV OF WISCONSIN, 647F231, MCCAULAY",VPIT,2009-02-23 00:00:00,2008-02-01 00:00:00,2049-01-01 00:00:00,N,bf72d6dc-f0f1-11e0-b437-123139104432,1
UA,4012441,U. OF MARYLAND/HERRON,VPIT,2009-04-16 00:00:00,2009-04-01 00:00:00,2049-01-01 00:00:00,N,bf80274c-f0f1-11e0-b437-123139104432,1
UA,4012445,"UNIV OF CHICAGO, 41994-A, STEWART, C.",VPIT,2010-04-09 00:00:00,2010-04-01 00:00:00,2049-01-01 00:00:00,N,bf958b8c-f0f1-11e0-b437-123139104432,1
UA,4112418,NATIONAL LAMBDA RAIL/JENT/00-111-1-205,VPIT,2006-10-26 00:00:00,2007-05-11 00:00:00,2049-01-01 00:00:00,Y,c03526f6-f0f1-11e0-b437-123139104432,1
UA,4112428,"AMERICAN INDIAN HIGHER ED CON,FOX,G",VPIT,2010-04-12 00:00:00,2009-09-01 00:00:00,2049-01-01 00:00:00,N,c03f72dc-f0f1-11e0-b437-123139104432,1
UA,4312411,U.S. GOVT/H98230-08-C-0303/LUMSDAINE,VPIT,2008-04-07 00:00:00,2008-07-03 00:00:00,2049-01-01 00:00:00,Y,c0fb2c0c-f0f1-11e0-b437-123139104432,1
UA,4312415,ARRA: NOAA/DG1330-10-CN-0079^A0001/JENT,VPIT,2010-03-17 00:00:00,2010-03-19 00:00:00,2049-01-01 00:00:00,N,c10acd60-f0f1-11e0-b437-123139104432,1
UA,4412402,AW MELLON FDN B.WHEELER,VPIT,2005-03-25 00:00:00,2005-01-01 00:00:00,2049-01-01 00:00:00,Y,c1ac294e-f0f1-11e0-b437-123139104432,1
UA,4512419,"RAYTHEON BBN TECH, 9500009456, HERRON, J",VPIT,2008-10-07 00:00:00,2008-10-01 00:00:00,2049-01-01 00:00:00,N,c1edee60-f0f1-11e0-b437-123139104432,1
UA,4512422,"NLR, V-193-NLR",VPIT,2008-12-21 00:00:00,2009-01-01 00:00:00,2049-01-01 00:00:00,Y,c1f842fc-f0f1-11e0-b437-123139104432,1
UA,4512423,"NLR, V-191-NLR, D.JENT",VPIT,2008-12-23 00:00:00,2009-01-01 00:00:00,2049-01-01 00:00:00,Y,c2028ee2-f0f1-11e0-b437-123139104432,1
UA,4612418,ARRA: NIH-NHGRI/5RC2HG005806-02/FOX,VPIT,2010-10-06 00:00:00,2010-09-01 00:00:00,2049-01-01 00:00:00,N,c22a3668-f0f1-11e0-b437-123139104432,1
UA,4712402,ISDH/BPRS 200-52/M.CHITWOOD,VPIT,2007-11-21 00:00:00,2007-07-01 00:00:00,2049-01-01 00:00:00,Y,c25644b0-f0f1-11e0-b437-123139104432,1
UA,4712405,ISDH/A70-0-0531490/M.CHITWOOD,VPIT,2010-01-29 00:00:00,2009-08-10 00:00:00,2049-01-01 00:00:00,Y,c2609ece-f0f1-11e0-b437-123139104432,1
UA,4712406,ISDH/A70-1-0531745 BPRS 200-52A/CHITWOOD,VPIT,2011-02-03 00:00:00,2010-08-10 00:00:00,2049-01-01 00:00:00,N,c26ae488-f0f1-11e0-b437-123139104432,1
UA,4812416,"NSF,OCI-0441096,WILLIAMS,J.",VPIT,2005-01-06 00:00:00,2005-01-01 00:00:00,2049-01-01 00:00:00,N,c2f6e578-f0f1-11e0-b437-123139104432,1
UA,4812451,"NSF,OCI-0962973, WILLIAMS,J.",VPIT,2010-06-21 00:00:00,2010-06-01 00:00:00,2049-01-01 00:00:00,N,c301457c-f0f1-11e0-b437-123139104432,1
UA,4812453,"NSF,OCI-0962968, WILLIAMS,J.",VPIT,2010-06-21 00:00:00,2010-06-01 00:00:00,2049-01-01 00:00:00,N,c30baba2-f0f1-11e0-b437-123139104432,1
UA,5412400,LILLY--1999 2280-000--M. MCROBBIE,VPIT,1999-10-20 00:00:00,1999-09-01 00:00:00,2049-01-01 00:00:00,Y,c3381ee4-f0f1-11e0-b437-123139104432,1
UA,5412409,"LILLY, 2008 1639-000, M.MCROBBIE",VPIT,2009-01-30 00:00:00,2008-11-01 00:00:00,2049-01-01 00:00:00,N,c3429ea0-f0f1-11e0-b437-123139104432,1
UA,5412411,"LILLY, 2008 1639-000, M.MCROBBIE",VPIT,2009-01-30 00:00:00,2008-11-01 00:00:00,2049-01-01 00:00:00,N,c356a0ee-f0f1-11e0-b437-123139104432,1
UA,5412412,"LILLY, 2008 1639-000, M.MCROBBIE",VPIT,2009-01-30 00:00:00,2008-11-01 00:00:00,2049-01-01 00:00:00,N,c360ea90-f0f1-11e0-b437-123139104432,1
UA,5412415,"LILLY ENDOWMENT, INC./ F. CATE",VPIT,2010-11-24 00:00:00,2010-09-01 00:00:00,2049-01-01 00:00:00,N,c36b3ae0-f0f1-11e0-b437-123139104432,1
UA,6010204,COMPLIANCE,ATHL,1996-04-17 00:00:00,1996-04-17 00:00:00,2049-01-01 00:00:00,N,c396174c-f0f1-11e0-b437-123139104432,1
UA,6010212,ATHLETICS BUSINESS OFFICE,ATHL,1976-07-01 00:00:00,1976-07-01 00:00:00,2049-01-01 00:00:00,N,c3a078fe-f0f1-11e0-b437-123139104432,1
UA,6010232,COMMUNICATIONS & DESIGN SERVICES,ATHL,1976-07-01 00:00:00,1976-07-01 00:00:00,2049-01-01 00:00:00,N,c3aad6aa-f0f1-11e0-b437-123139104432,1
UA,6010252,ATHLETICS-SPORTS INFORMATION,ATHL,1977-07-01 00:00:00,1977-07-01 00:00:00,2049-01-01 00:00:00,N,c3b532da-f0f1-11e0-b437-123139104432,1
UA,6010262,ATHLETICS TICKET OFFICE,ATHL,1976-07-01 00:00:00,1976-07-01 00:00:00,2049-01-01 00:00:00,N,c3c4af1c-f0f1-11e0-b437-123139104432,1
UA,6010282,ATHLETICS-ACAD.COUNSELING,ATHL,1976-07-01 00:00:00,1976-07-01 00:00:00,2049-01-01 00:00:00,N,c3cf0138-f0f1-11e0-b437-123139104432,1
UA,6010301,BASKETBALL,ATHL,1976-07-01 00:00:00,1976-07-01 00:00:00,2049-01-01 00:00:00,N,c3d95a0c-f0f1-11e0-b437-123139104432,1
UA,6010305,BASKETBALL OPERATIONS,ATHL,1977-10-17 00:00:00,1977-10-17 00:00:00,2049-01-01 00:00:00,N,c3e6bd00-f0f1-11e0-b437-123139104432,1
UA,6010445,FOOTBALL,ATHL,1976-07-01 00:00:00,1976-07-01 00:00:00,2049-01-01 00:00:00,N,c3f6f0a8-f0f1-11e0-b437-123139104432,1
UA,6010470,FOOTBALL STADIUM OPERATIONS,ATHL,1977-08-11 00:00:00,1977-08-11 00:00:00,2049-01-01 00:00:00,N,c4014864-f0f1-11e0-b437-123139104432,1
UA,6013001,GOLF COURSE ADMINISTRATION,GOLF,1976-07-01 00:00:00,1976-07-01 00:00:00,2049-01-01 00:00:00,N,c411092a-f0f1-11e0-b437-123139104432,1
UA,6015000,IU ATHLETICS FOOD SERVICE,ATHL,1976-07-01 00:00:00,1976-07-01 00:00:00,2049-01-01 00:00:00,N,c41d01da-f0f1-11e0-b437-123139104432,1
UA,6018221,GENERAL DIAL TONE,BVOS,1997-05-02 00:00:00,1997-05-02 00:00:00,2049-01-01 00:00:00,N,c42d0562-f0f1-11e0-b437-123139104432,1
UA,6018222,GENERAL LONG DISTANCE,BVOS,1997-05-02 00:00:00,1997-05-02 00:00:00,2049-01-01 00:00:00,N,c4375e68-f0f1-11e0-b437-123139104432,1
UA,6018223,OTHER TELECOMMUNICATIONS,BVOS,2001-06-06 00:00:00,2001-06-06 00:00:00,2049-01-01 00:00:00,N,c441dc12-f0f1-11e0-b437-123139104432,1
UA,6310100,UNIV COMP SERV-ADMIN,ADC,1977-07-01 00:00:00,1977-07-01 00:00:00,2049-01-01 00:00:00,N,c6025c16-f0f1-11e0-b437-123139104432,1
UA,6310113,TECHNOLOGY INFORMATIONAL ASSURANCE AUX,TIA,2009-01-16 00:00:00,2009-01-16 00:00:00,2049-01-01 00:00:00,N,c60c90fa-f0f1-11e0-b437-123139104432,1
UA,6310115,TECHNOLOGY NETWORKS AUXILIARY,TNW,2009-01-09 00:00:00,2009-01-09 00:00:00,2049-01-01 00:00:00,N,c616db50-f0f1-11e0-b437-123139104432,1
UA,6310117,TECHNOLOGY SUPPORT AUXILIARY,TS,2009-01-09 00:00:00,2009-01-09 00:00:00,2049-01-01 00:00:00,N,c62177ea-f0f1-11e0-b437-123139104432,1
UA,6610115,TECHNOLOGY NETWORKS AUXILIARY,TNWS,2010-07-07 00:00:00,2010-07-07 00:00:00,2049-01-01 00:00:00,N,c663e30a-f0f1-11e0-b437-123139104432,1
UA,6613040,PUBLICATIONS SERVICES,URCS,2004-02-18 00:00:00,2004-02-18 00:00:00,2049-01-01 00:00:00,N,c6785ac4-f0f1-11e0-b437-123139104432,1
UA,6615070,IU POLICE SERVICES ACCOUNT,PD,2006-09-01 00:00:00,2006-09-01 00:00:00,2049-01-01 00:00:00,N,c682b082-f0f1-11e0-b437-123139104432,1
UA,6618201,FACULTY/STAFF DIAL TONE,FSDT,1997-05-02 00:00:00,1997-05-02 00:00:00,2049-01-01 00:00:00,N,c68d1112-f0f1-11e0-b437-123139104432,1
UA,6618202,FACULTY/STAFF LONG DISTANCE,FSLD,1997-05-02 00:00:00,1997-05-02 00:00:00,2049-01-01 00:00:00,N,c6976694-f0f1-11e0-b437-123139104432,1
UA,6618203,OTHER TELECOMMUNICATIONS,FSOT,2001-06-06 00:00:00,2001-06-06 00:00:00,2049-01-01 00:00:00,N,c6a1be82-f0f1-11e0-b437-123139104432,1
UA,6618211,HALLS COMMUNICATIONS,BVAH,1997-05-02 00:00:00,1997-05-02 00:00:00,2049-01-01 00:00:00,N,c6af0d30-f0f1-11e0-b437-123139104432,1
UA,6618231,FACULTY/STAFF NETWORK,FSNO,1998-03-03 00:00:00,1998-03-03 00:00:00,2049-01-01 00:00:00,N,c6b959f2-f0f1-11e0-b437-123139104432,1
UA,9710642,I U ALUMNI ASSN PAYROLL,ALUM,1976-07-01 00:00:00,1976-07-01 00:00:00,2049-01-01 00:00:00,N,c759027c-f0f1-11e0-b437-123139104432,1
UA,9712401,KUALI FOUNDATION INC,VPIT,2008-03-28 00:00:00,2008-03-28 00:00:00,2049-01-01 00:00:00,N,c7636050-f0f1-11e0-b437-123139104432,1
